date,layanan,trx_count,trx_value,month,layanan_Air,layanan_E-Wallet,layanan_Lainnya,layanan_Listrik,layanan_Pajak,layanan_TV_Internet,trx_value_scaled
2024-03-11,Lainnya,306,68611873,3,0.0,0.0,1.0,0.0,0.0,0.0,0.03293738966824859
2024-03-12,Lainnya,324,62522063,3,0.0,0.0,1.0,0.0,0.0,0.0,0.028197164232236786
2024-03-13,Lainnya,394,89748434,3,0.0,0.0,1.0,0.0,0.0,0.0,0.04938980182593747
2024-03-14,Lainnya,368,100823354,3,0.0,0.0,1.0,0.0,0.0,0.0,0.058010369214049076
2024-03-15,Lainnya,309,70405906,3,0.0,0.0,1.0,0.0,0.0,0.0,0.034333840601799004
2024-03-16,Lainnya,261,55917845,3,0.0,0.0,1.0,0.0,0.0,0.0,0.023056530592013683
2024-03-17,Lainnya,283,53509373,3,0.0,0.0,1.0,0.0,0.0,0.0,0.02118180868175339
2024-03-18,Lainnya,387,91590788,3,0.0,0.0,1.0,0.0,0.0,0.0,0.05082386516993968
2024-03-19,Lainnya,463,118876367,3,0.0,0.0,1.0,0.0,0.0,0.0,0.07206258946710327
2024-03-20,Lainnya,485,98713848,3,0.0,0.0,1.0,0.0,0.0,0.0,0.05636835837978339
2024-03-21,Lainnya,367,90049521,3,0.0,0.0,1.0,0.0,0.0,0.0,0.04962416385953991
2024-03-22,Lainnya,344,110237348,3,0.0,0.0,1.0,0.0,0.0,0.0,0.06533809435050861
2024-03-23,Lainnya,284,82234156,3,0.0,0.0,1.0,0.0,0.0,0.0,0.04354078983560214
2024-03-24,Lainnya,264,51649811,3,0.0,0.0,1.0,0.0,0.0,0.0,0.019734350864146436
2024-03-25,Lainnya,396,98708853,3,0.0,0.0,1.0,0.0,0.0,0.0,0.05636447033958954
2024-03-26,Lainnya,268,75325954,3,0.0,0.0,1.0,0.0,0.0,0.0,0.038163539176302816
2024-03-27,Lainnya,284,54164287,3,0.0,0.0,1.0,0.0,0.0,0.0,0.021691584849023015
2024-03-28,Lainnya,298,81452732,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0429325400016812
2024-03-29,Lainnya,235,101910331,3,0.0,0.0,1.0,0.0,0.0,0.0,0.05885645735534738
2024-03-30,Lainnya,211,36026719,3,0.0,0.0,1.0,0.0,0.0,0.0,0.007573548131786529
2024-03-31,Lainnya,221,37879496,3,0.0,0.0,1.0,0.0,0.0,0.0,0.00901572459749854
2024-04-01,Lainnya,541,122226582,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0746703513445852
2024-04-02,Lainnya,576,148624878,4,0.0,0.0,1.0,0.0,0.0,0.0,0.09521842659924322
2024-04-03,Lainnya,642,200653948,4,0.0,0.0,1.0,0.0,0.0,0.0,0.13571714840272137
2024-04-04,Lainnya,703,184889680,4,0.0,0.0,1.0,0.0,0.0,0.0,0.12344645618839824
2024-04-05,Lainnya,439,133045194,4,0.0,0.0,1.0,0.0,0.0,0.0,0.08309141206482815
2024-04-06,Lainnya,475,149095016,4,0.0,0.0,1.0,0.0,0.0,0.0,0.09558437563641117
2024-04-07,Lainnya,321,93640382,4,0.0,0.0,1.0,0.0,0.0,0.0,0.05241924131669913
2024-04-08,Lainnya,314,68975399,4,0.0,0.0,1.0,0.0,0.0,0.0,0.033220353371853736
2024-04-09,Lainnya,313,68212355,4,0.0,0.0,1.0,0.0,0.0,0.0,0.03262641028042787
2024-04-10,Lainnya,251,52422049,4,0.0,0.0,1.0,0.0,0.0,0.0,0.020335450440365544
2024-04-11,Lainnya,259,54661446,4,0.0,0.0,1.0,0.0,0.0,0.0,0.022078566665786132
2024-04-12,Lainnya,240,52697903,4,0.0,0.0,1.0,0.0,0.0,0.0,0.020550171449301057
2024-04-13,Lainnya,193,35809443,4,0.0,0.0,1.0,0.0,0.0,0.0,0.007404423442866036
2024-04-14,Lainnya,182,30645041,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0033845230318203245
2024-04-15,Lainnya,264,52101135,4,0.0,0.0,1.0,0.0,0.0,0.0,0.02008565533911077
2024-04-16,Lainnya,286,115568187,4,0.0,0.0,1.0,0.0,0.0,0.0,0.06948754706300436
2024-04-17,Lainnya,378,97864033,4,0.0,0.0,1.0,0.0,0.0,0.0,0.055706873919856986
2024-04-18,Lainnya,381,91110872,4,0.0,0.0,1.0,0.0,0.0,0.0,0.05045030507030619
2024-04-19,Lainnya,407,86932835,4,0.0,0.0,1.0,0.0,0.0,0.0,0.047198177785547135
2024-04-20,Lainnya,410,75546983,4,0.0,0.0,1.0,0.0,0.0,0.0,0.03833558514947706
2024-04-21,Lainnya,316,64340415,4,0.0,0.0,1.0,0.0,0.0,0.0,0.029612544745261486
2024-04-22,Lainnya,382,100684615,4,0.0,0.0,1.0,0.0,0.0,0.0,0.057902376659804064
2024-04-23,Lainnya,275,129301070,4,0.0,0.0,1.0,0.0,0.0,0.0,0.08017703676898438
2024-04-24,Lainnya,270,62373374,4,0.0,0.0,1.0,0.0,0.0,0.0,0.028081426733061087
2024-04-25,Lainnya,376,91408241,4,0.0,0.0,1.0,0.0,0.0,0.0,0.05068177306317975
2024-04-26,Lainnya,225,55057498,4,0.0,0.0,1.0,0.0,0.0,0.0,0.022386848166257137
2024-04-27,Lainnya,206,59870571,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0261332788529258
2024-04-28,Lainnya,196,35028838,4,0.0,0.0,1.0,0.0,0.0,0.0,0.006796811107427327
2024-04-29,Lainnya,206,45476529,4,0.0,0.0,1.0,0.0,0.0,0.0,0.014929151956450813
2024-04-30,Lainnya,265,78432153,4,0.0,0.0,1.0,0.0,0.0,0.0,0.040581362311854566
2024-05-01,Lainnya,388,87805912,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0478777690704964
2024-05-02,Lainnya,549,187529591,5,0.0,0.0,1.0,0.0,0.0,0.0,0.12550132707451905
2024-05-03,Lainnya,608,176541324,5,0.0,0.0,1.0,0.0,0.0,0.0,0.11694820920530978
2024-05-04,Lainnya,377,111538151,5,0.0,0.0,1.0,0.0,0.0,0.0,0.06635062174756048
2024-05-05,Lainnya,294,80791256,5,0.0,0.0,1.0,0.0,0.0,0.0,0.04241765606268945
2024-05-06,Lainnya,485,187166628,5,0.0,0.0,1.0,0.0,0.0,0.0,0.1252188016024713
2024-05-07,Lainnya,611,211102759,5,0.0,0.0,1.0,0.0,0.0,0.0,0.14385036104454108
2024-05-08,Lainnya,593,245614966,5,0.0,0.0,1.0,0.0,0.0,0.0,0.17071419447683286
2024-05-09,Lainnya,347,143326189,5,0.0,0.0,1.0,0.0,0.0,0.0,0.09109399901031746
2024-05-10,Lainnya,446,120295431,5,0.0,0.0,1.0,0.0,0.0,0.0,0.07316716962118502
2024-05-11,Lainnya,359,72475981,5,0.0,0.0,1.0,0.0,0.0,0.0,0.03594515888093286
2024-05-12,Lainnya,249,45958771,5,0.0,0.0,1.0,0.0,0.0,0.0,0.015304522582909309
2024-05-13,Lainnya,378,121285546,5,0.0,0.0,1.0,0.0,0.0,0.0,0.07393786169656617
2024-05-14,Lainnya,363,95268867,5,0.0,0.0,1.0,0.0,0.0,0.0,0.05368683193433149
2024-05-15,Lainnya,394,293461665,5,0.0,0.0,1.0,0.0,0.0,0.0,0.20795741546878516
2024-05-16,Lainnya,368,116804054,5,0.0,0.0,1.0,0.0,0.0,0.0,0.07044952915914983
2024-05-17,Lainnya,334,91358803,5,0.0,0.0,1.0,0.0,0.0,0.0,0.050643291195091006
2024-05-18,Lainnya,276,81604993,5,0.0,0.0,1.0,0.0,0.0,0.0,0.04305105789716769
2024-05-19,Lainnya,315,79815356,5,0.0,0.0,1.0,0.0,0.0,0.0,0.04165802875034244
2024-05-20,Lainnya,478,124114753,5,0.0,0.0,1.0,0.0,0.0,0.0,0.07614007801943054
2024-05-21,Lainnya,362,90390916,5,0.0,0.0,1.0,0.0,0.0,0.0,0.049889901093169084
2024-05-22,Lainnya,415,265709671,5,0.0,0.0,1.0,0.0,0.0,0.0,0.18635564006711464
2024-05-23,Lainnya,244,65221441,5,0.0,0.0,1.0,0.0,0.0,0.0,0.03029832342390462
2024-05-24,Lainnya,273,87324160,5,0.0,0.0,1.0,0.0,0.0,0.0,0.04750277985338626
2024-05-25,Lainnya,220,47015737,5,0.0,0.0,1.0,0.0,0.0,0.0,0.016127250569201102
2024-05-26,Lainnya,160,26296914,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2024-05-27,Lainnya,260,154756333,5,0.0,0.0,1.0,0.0,0.0,0.0,0.09999106793793225
2024-05-28,Lainnya,237,58381396,5,0.0,0.0,1.0,0.0,0.0,0.0,0.024974125248187245
2024-05-29,Lainnya,256,82440164,5,0.0,0.0,1.0,0.0,0.0,0.0,0.043701143666283554
2024-05-30,Lainnya,265,80021166,5,0.0,0.0,1.0,0.0,0.0,0.0,0.041818228460511656
2024-05-31,Lainnya,301,84192681,5,0.0,0.0,1.0,0.0,0.0,0.0,0.04506527910900558
2024-06-01,Lainnya,565,124880526,6,0.0,0.0,1.0,0.0,0.0,0.0,0.07673614532741077
2024-06-02,Lainnya,441,106177895,6,0.0,0.0,1.0,0.0,0.0,0.0,0.06217827124159478
2024-06-03,Lainnya,701,239840609,6,0.0,0.0,1.0,0.0,0.0,0.0,0.16621951337380783
2024-06-04,Lainnya,670,213276444,6,0.0,0.0,1.0,0.0,0.0,0.0,0.1455423279411893
2024-06-05,Lainnya,553,129791252,6,0.0,0.0,1.0,0.0,0.0,0.0,0.08055858778365892
2024-06-06,Lainnya,512,130551358,6,0.0,0.0,1.0,0.0,0.0,0.0,0.08115024397576757
2024-06-07,Lainnya,425,140255534,6,0.0,0.0,1.0,0.0,0.0,0.0,0.0887038428418628
2024-06-08,Lainnya,305,128689573,6,0.0,0.0,1.0,0.0,0.0,0.0,0.07970105580513742
2024-06-09,Lainnya,326,65579162,6,0.0,0.0,1.0,0.0,0.0,0.0,0.03057676859431151
2024-06-10,Lainnya,538,125124503,6,0.0,0.0,1.0,0.0,0.0,0.0,0.07692605371227038
2024-06-11,Lainnya,460,162156046,6,0.0,0.0,1.0,0.0,0.0,0.0,0.1057509040874652
2024-06-12,Lainnya,391,119290544,6,0.0,0.0,1.0,0.0,0.0,0.0,0.07238497922153092
2024-06-13,Lainnya,354,122962226,6,0.0,0.0,1.0,0.0,0.0,0.0,0.07524296664796076
2024-06-14,Lainnya,367,105321918,6,0.0,0.0,1.0,0.0,0.0,0.0,0.061511990364516336
2024-06-15,Lainnya,269,65989975,6,0.0,0.0,1.0,0.0,0.0,0.0,0.030896539856804812
2024-06-16,Lainnya,233,46016652,6,0.0,0.0,1.0,0.0,0.0,0.0,0.015349576367585969
2024-06-17,Lainnya,207,47234269,6,0.0,0.0,1.0,0.0,0.0,0.0,0.01629735291147164
2024-06-18,Lainnya,273,61340469,6,0.0,0.0,1.0,0.0,0.0,0.0,0.027277427502545883
2024-06-19,Lainnya,468,105142040,6,0.0,0.0,1.0,0.0,0.0,0.0,0.061371975771125256
2024-06-20,Lainnya,535,131715551,6,0.0,0.0,1.0,0.0,0.0,0.0,0.08205643600327367
2024-06-21,Lainnya,408,90323538,6,0.0,0.0,1.0,0.0,0.0,0.0,0.04983745497261234
2024-06-22,Lainnya,269,70663340,6,0.0,0.0,1.0,0.0,0.0,0.0,0.03453422373278245
2024-06-23,Lainnya,213,45474702,6,0.0,0.0,1.0,0.0,0.0,0.0,0.014927729844451978
2024-06-24,Lainnya,288,97576488,6,0.0,0.0,1.0,0.0,0.0,0.0,0.05548305279522453
2024-06-25,Lainnya,418,128888584,6,0.0,0.0,1.0,0.0,0.0,0.0,0.07985596326600174
2024-06-26,Lainnya,263,105254094,6,0.0,0.0,1.0,0.0,0.0,0.0,0.06145919708361397
2024-06-27,Lainnya,227,136616233,6,0.0,0.0,1.0,0.0,0.0,0.0,0.08587106034626717
2024-06-28,Lainnya,250,125414799,6,0.0,0.0,1.0,0.0,0.0,0.0,0.07715201617795854
2024-06-29,Lainnya,238,81680850,6,0.0,0.0,1.0,0.0,0.0,0.0,0.04311010395622365
2024-06-30,Lainnya,286,73939903,6,0.0,0.0,1.0,0.0,0.0,0.0,0.03708465589327599
2024-07-01,Lainnya,598,182432370,7,0.0,0.0,1.0,0.0,0.0,0.0,0.12153371944190432
2024-07-02,Lainnya,609,171205422,7,0.0,0.0,1.0,0.0,0.0,0.0,0.11279481552234329
2024-07-03,Lainnya,593,166182807,7,0.0,0.0,1.0,0.0,0.0,0.0,0.10888528018736658
2024-07-04,Lainnya,474,127040861,7,0.0,0.0,1.0,0.0,0.0,0.0,0.07841772076528265
2024-07-05,Lainnya,527,209254810,7,0.0,0.0,1.0,0.0,0.0,0.0,0.14241194262848988
2024-07-06,Lainnya,345,144997435,7,0.0,0.0,1.0,0.0,0.0,0.0,0.09239487420987755
2024-07-07,Lainnya,339,106491493,7,0.0,0.0,1.0,0.0,0.0,0.0,0.062422371667762835
2024-07-08,Lainnya,493,209087769,7,0.0,0.0,1.0,0.0,0.0,0.0,0.14228192018163904
2024-07-09,Lainnya,491,306622109,7,0.0,0.0,1.0,0.0,0.0,0.0,0.21820132642791346
2024-07-10,Lainnya,548,563628196,7,0.0,0.0,1.0,0.0,0.0,0.0,0.4182513757409897
2024-07-11,Lainnya,537,293063136,7,0.0,0.0,1.0,0.0,0.0,0.0,0.20764720590513894
2024-07-12,Lainnya,450,450079211,7,0.0,0.0,1.0,0.0,0.0,0.0,0.3298663872224113
2024-07-13,Lainnya,296,101412865,7,0.0,0.0,1.0,0.0,0.0,0.0,0.05846923657395173
2024-07-14,Lainnya,241,82359304,7,0.0,0.0,1.0,0.0,0.0,0.0,0.04363820333994234
2024-07-15,Lainnya,383,220273997,7,0.0,0.0,1.0,0.0,0.0,0.0,0.15098912820596616
2024-07-16,Lainnya,347,118487643,7,0.0,0.0,1.0,0.0,0.0,0.0,0.07176001198235608
2024-07-17,Lainnya,368,127753987,7,0.0,0.0,1.0,0.0,0.0,0.0,0.07897280836313568
2024-07-18,Lainnya,401,138652732,7,0.0,0.0,1.0,0.0,0.0,0.0,0.0874562435227887
2024-07-19,Lainnya,410,125036389,7,0.0,0.0,1.0,0.0,0.0,0.0,0.07685746697080081
2024-07-20,Lainnya,410,91943220,7,0.0,0.0,1.0,0.0,0.0,0.0,0.05109819345454372
2024-07-21,Lainnya,286,70728646,7,0.0,0.0,1.0,0.0,0.0,0.0,0.03458505703666617
2024-07-22,Lainnya,329,106841267,7,0.0,0.0,1.0,0.0,0.0,0.0,0.06269463100124871
2024-07-23,Lainnya,305,110128777,7,0.0,0.0,1.0,0.0,0.0,0.0,0.06525358415793885
2024-07-24,Lainnya,295,141336078,7,0.0,0.0,1.0,0.0,0.0,0.0,0.08954492362328784
2024-07-25,Lainnya,447,227217353,7,0.0,0.0,1.0,0.0,0.0,0.0,0.15639374226165675
2024-07-26,Lainnya,282,142732263,7,0.0,0.0,1.0,0.0,0.0,0.0,0.09063169507434758
2024-07-27,Lainnya,207,85912763,7,0.0,0.0,1.0,0.0,0.0,0.0,0.04640416758802646
2024-07-28,Lainnya,196,72934025,7,0.0,0.0,1.0,0.0,0.0,0.0,0.036301694112674504
2024-07-29,Lainnya,276,273216090,7,0.0,0.0,1.0,0.0,0.0,0.0,0.19219853471853435
2024-07-30,Lainnya,300,237993052,7,0.0,0.0,1.0,0.0,0.0,0.0,0.16478140008523534
2024-07-31,Lainnya,270,153764312,7,0.0,0.0,1.0,0.0,0.0,0.0,0.09921889225802469
2024-08-01,Lainnya,836,755143463,8,0.0,0.0,1.0,0.0,0.0,0.0,0.56732425979123
2024-08-02,Lainnya,802,859894537,8,0.0,0.0,1.0,0.0,0.0,0.0,0.6488610738173418
2024-08-03,Lainnya,575,1234005069,8,0.0,0.0,1.0,0.0,0.0,0.0,0.9400636334483173
2024-08-04,Lainnya,460,1311005855,8,0.0,0.0,1.0,0.0,0.0,0.0,0.9999999999999999
2024-08-05,Lainnya,682,1023025082,8,0.0,0.0,1.0,0.0,0.0,0.0,0.7758396755798713
2024-08-06,Lainnya,557,644887389,8,0.0,0.0,1.0,0.0,0.0,0.0,0.4815024284944242
2024-08-07,Lainnya,502,533205291,8,0.0,0.0,1.0,0.0,0.0,0.0,0.39457059947401735
2024-08-08,Lainnya,502,442760646,8,0.0,0.0,1.0,0.0,0.0,0.0,0.32416971557451
2024-08-09,Lainnya,478,461856790,8,0.0,0.0,1.0,0.0,0.0,0.0,0.33903389483766344
2024-08-10,Lainnya,369,434812167,8,0.0,0.0,1.0,0.0,0.0,0.0,0.3179827274199689
2024-08-11,Lainnya,308,186016903,8,0.0,0.0,1.0,0.0,0.0,0.0,0.1243238712697649
2024-08-12,Lainnya,524,539231768,8,0.0,0.0,1.0,0.0,0.0,0.0,0.3992615273625623
2024-08-13,Lainnya,379,532500798,8,0.0,0.0,1.0,0.0,0.0,0.0,0.394022231686173
2024-08-14,Lainnya,391,503808244,8,0.0,0.0,1.0,0.0,0.0,0.0,0.3716883371484218
2024-08-15,Lainnya,409,718004897,8,0.0,0.0,1.0,0.0,0.0,0.0,0.5384161041656517
2024-08-16,Lainnya,410,874283593,8,0.0,0.0,1.0,0.0,0.0,0.0,0.6600613196791008
2024-08-17,Lainnya,282,406423578,8,0.0,0.0,1.0,0.0,0.0,0.0,0.2958854351119519
2024-08-18,Lainnya,231,58918996,8,0.0,0.0,1.0,0.0,0.0,0.0,0.025392585790371642
2024-08-19,Lainnya,480,187843619,8,0.0,0.0,1.0,0.0,0.0,0.0,0.12574576220684994
2024-08-20,Lainnya,540,180391842,8,0.0,0.0,1.0,0.0,0.0,0.0,0.11994540014647566
2024-08-21,Lainnya,462,183167622,8,0.0,0.0,1.0,0.0,0.0,0.0,0.12210602961780119
2024-08-22,Lainnya,306,135961892,8,0.0,0.0,1.0,0.0,0.0,0.0,0.08536173019441919
2024-08-23,Lainnya,405,209679902,8,0.0,0.0,1.0,0.0,0.0,0.0,0.14274282847074854
2024-08-24,Lainnya,171,60320605,8,0.0,0.0,1.0,0.0,0.0,0.0,0.02648357920940164
2024-08-25,Lainnya,218,61686953,8,0.0,0.0,1.0,0.0,0.0,0.0,0.027547125944692868
2024-08-26,Lainnya,246,130488271,8,0.0,0.0,1.0,0.0,0.0,0.0,0.08110113791136135
2024-08-27,Lainnya,276,170416935,8,0.0,0.0,1.0,0.0,0.0,0.0,0.11218106794510117
2024-08-28,Lainnya,335,191698593,8,0.0,0.0,1.0,0.0,0.0,0.0,0.12874642163792646
2024-08-29,Lainnya,253,143919478,8,0.0,0.0,1.0,0.0,0.0,0.0,0.0915558071141345
2024-08-30,Lainnya,267,169358016,8,0.0,0.0,1.0,0.0,0.0,0.0,0.11135681977012098
2024-08-31,Lainnya,209,77500022,8,0.0,0.0,1.0,0.0,0.0,0.0,0.03985580419495188
2024-09-01,Lainnya,390,93010242,9,0.0,0.0,1.0,0.0,0.0,0.0,0.051928748894727275
2024-09-02,Lainnya,667,239049632,9,0.0,0.0,1.0,0.0,0.0,0.0,0.165603827614367
2024-09-03,Lainnya,520,251365343,9,0.0,0.0,1.0,0.0,0.0,0.0,0.17519020987338174
2024-09-04,Lainnya,650,186531206,9,0.0,0.0,1.0,0.0,0.0,0.0,0.12472419774340156
2024-09-05,Lainnya,573,213635560,9,0.0,0.0,1.0,0.0,0.0,0.0,0.14582185896065933
2024-09-06,Lainnya,507,162591523,9,0.0,0.0,1.0,0.0,0.0,0.0,0.1060898734727495
2024-09-07,Lainnya,398,120421905,9,0.0,0.0,1.0,0.0,0.0,0.0,0.07326561526592504
2024-09-08,Lainnya,306,65731047,9,0.0,0.0,1.0,0.0,0.0,0.0,0.03069499381650213
2024-09-09,Lainnya,489,172627283,9,0.0,0.0,1.0,0.0,0.0,0.0,0.11390157282325632
2024-09-10,Lainnya,581,163434769,9,0.0,0.0,1.0,0.0,0.0,0.0,0.10674624471224879
2024-09-11,Lainnya,426,146284459,9,0.0,0.0,1.0,0.0,0.0,0.0,0.09339667622037667
2024-09-12,Lainnya,378,115633841,9,0.0,0.0,1.0,0.0,0.0,0.0,0.06953865124536406
2024-09-13,Lainnya,380,173654133,9,0.0,0.0,1.0,0.0,0.0,0.0,0.11470085892396696
2024-09-14,Lainnya,278,67973630,9,0.0,0.0,1.0,0.0,0.0,0.0,0.03244058998107338
2024-09-15,Lainnya,182,35262718,9,0.0,0.0,1.0,0.0,0.0,0.0,0.006978860124551744
2024-09-16,Lainnya,301,82982819,9,0.0,0.0,1.0,0.0,0.0,0.0,0.0441235389518473
2024-09-17,Lainnya,385,121647808,9,0.0,0.0,1.0,0.0,0.0,0.0,0.07421984151972986
2024-09-18,Lainnya,340,123933867,9,0.0,0.0,1.0,0.0,0.0,0.0,0.07599927881252287
2024-09-19,Lainnya,413,82630116,9,0.0,0.0,1.0,0.0,0.0,0.0,0.04384899972452204
2024-09-20,Lainnya,532,116529661,9,0.0,0.0,1.0,0.0,0.0,0.0,0.07023594537278152
2024-09-21,Lainnya,289,61046912,9,0.0,0.0,1.0,0.0,0.0,0.0,0.027048926718725153
2024-09-22,Lainnya,239,43519696,9,0.0,0.0,1.0,0.0,0.0,0.0,0.013405979712878793
2024-09-23,Lainnya,276,100358825,9,0.0,0.0,1.0,0.0,0.0,0.0,0.057648786146340045
2024-09-24,Lainnya,269,87272665,9,0.0,0.0,1.0,0.0,0.0,0.0,0.04746269684442088
2024-09-25,Lainnya,420,114085226,9,0.0,0.0,1.0,0.0,0.0,0.0,0.06833323035151197
2024-09-26,Lainnya,282,64888753,9,0.0,0.0,1.0,0.0,0.0,0.0,0.030039363600879613
2024-09-27,Lainnya,324,81100916,9,0.0,0.0,1.0,0.0,0.0,0.0,0.04265869120311508
2024-09-28,Lainnya,202,51273100,9,0.0,0.0,1.0,0.0,0.0,0.0,0.019441124135525106
2024-09-29,Lainnya,231,43574011,9,0.0,0.0,1.0,0.0,0.0,0.0,0.013448257771563218
2024-09-30,Lainnya,322,149841888,9,0.0,0.0,1.0,0.0,0.0,0.0,0.0961657306625688
2024-10-01,Lainnya,745,208522470,10,0.0,0.0,1.0,0.0,0.0,0.0,0.1418418991138632
2024-10-02,Lainnya,760,379419876,10,0.0,0.0,1.0,0.0,0.0,0.0,0.2748661200451628
2024-10-03,Lainnya,665,256437888,10,0.0,0.0,1.0,0.0,0.0,0.0,0.1791386100425684
2024-10-04,Lainnya,625,180384721,10,0.0,0.0,1.0,0.0,0.0,0.0,0.11993985725674185
2024-10-05,Lainnya,419,127755172,10,0.0,0.0,1.0,0.0,0.0,0.0,0.07897373075104955
2024-10-06,Lainnya,343,170056545,10,0.0,0.0,1.0,0.0,0.0,0.0,0.11190054526132547
2024-10-07,Lainnya,477,163655428,10,0.0,0.0,1.0,0.0,0.0,0.0,0.10691800268244571
2024-10-08,Lainnya,463,179446335,10,0.0,0.0,1.0,0.0,0.0,0.0,0.11920943033274957
2024-10-09,Lainnya,496,130790806,10,0.0,0.0,1.0,0.0,0.0,0.0,0.08133662704850747
2024-10-10,Lainnya,517,159075107,10,0.0,0.0,1.0,0.0,0.0,0.0,0.10335274299301385
2024-10-11,Lainnya,484,140355497,10,0.0,0.0,1.0,0.0,0.0,0.0,0.08878165268408449
2024-10-12,Lainnya,314,86427371,10,0.0,0.0,1.0,0.0,0.0,0.0,0.046804731469522784
2024-10-13,Lainnya,276,63529698,10,0.0,0.0,1.0,0.0,0.0,0.0,0.02898149363778733
2024-10-14,Lainnya,364,109089211,10,0.0,0.0,1.0,0.0,0.0,0.0,0.06444440009544543
2024-10-15,Lainnya,355,76510873,10,0.0,0.0,1.0,0.0,0.0,0.0,0.03908586404085748
2024-10-16,Lainnya,304,69624522,10,0.0,0.0,1.0,0.0,0.0,0.0,0.03372562190333507
2024-10-17,Lainnya,387,140933798,10,0.0,0.0,1.0,0.0,0.0,0.0,0.08923179433216072
2024-10-18,Lainnya,392,113742803,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0680666929366377
2024-10-19,Lainnya,418,132061558,10,0.0,0.0,1.0,0.0,0.0,0.0,0.08232576315509584
2024-10-20,Lainnya,437,75499467,10,0.0,0.0,1.0,0.0,0.0,0.0,0.038298599340097536
2024-10-21,Lainnya,411,79853525,10,0.0,0.0,1.0,0.0,0.0,0.0,0.04168773898180568
2024-10-22,Lainnya,339,86547699,10,0.0,0.0,1.0,0.0,0.0,0.0,0.04689839315129356
2024-10-23,Lainnya,263,77686733,10,0.0,0.0,1.0,0.0,0.0,0.0,0.04000113750278632
2024-10-24,Lainnya,257,83647106,10,0.0,0.0,1.0,0.0,0.0,0.0,0.044640610935080274
2024-10-25,Lainnya,370,122774681,10,0.0,0.0,1.0,0.0,0.0,0.0,0.07509698416584772
2024-10-26,Lainnya,249,95853617,10,0.0,0.0,1.0,0.0,0.0,0.0,0.05414199339646379
2024-10-27,Lainnya,201,39951835,10,0.0,0.0,1.0,0.0,0.0,0.0,0.010628805143499037
2024-10-28,Lainnya,251,71607134,10,0.0,0.0,1.0,0.0,0.0,0.0,0.03526886017056216
2024-10-29,Lainnya,255,80345806,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0420709238295867
2024-10-30,Lainnya,279,71790371,10,0.0,0.0,1.0,0.0,0.0,0.0,0.03541148936395547
2024-10-31,Lainnya,297,93409389,10,0.0,0.0,1.0,0.0,0.0,0.0,0.05223943950118426
2024-11-01,Lainnya,756,185424749,11,0.0,0.0,1.0,0.0,0.0,0.0,0.12386294663454046
2024-11-02,Lainnya,452,97907416,11,0.0,0.0,1.0,0.0,0.0,0.0,0.05574064265814119
2024-11-03,Lainnya,342,73696228,11,0.0,0.0,1.0,0.0,0.0,0.0,0.036894982581116786
2024-11-04,Lainnya,691,299307765,11,0.0,0.0,1.0,0.0,0.0,0.0,0.2125079403491129
2024-11-05,Lainnya,668,235115136,11,0.0,0.0,1.0,0.0,0.0,0.0,0.16254126933798618
2024-11-06,Lainnya,642,207403695,11,0.0,0.0,1.0,0.0,0.0,0.0,0.14097105984101654
2024-11-07,Lainnya,544,239970257,11,0.0,0.0,1.0,0.0,0.0,0.0,0.16632042961706142
2024-11-08,Lainnya,496,200878375,11,0.0,0.0,1.0,0.0,0.0,0.0,0.13589183933296842
2024-11-09,Lainnya,436,104049873,11,0.0,0.0,1.0,0.0,0.0,0.0,0.0605218478042802
2024-11-10,Lainnya,371,81449315,11,0.0,0.0,1.0,0.0,0.0,0.0,0.04292988025526631
2024-11-11,Lainnya,560,209192230,11,0.0,0.0,1.0,0.0,0.0,0.0,0.14236323120600125
2024-11-12,Lainnya,390,116850216,11,0.0,0.0,1.0,0.0,0.0,0.0,0.07048546103330963
2024-11-13,Lainnya,318,65561414,11,0.0,0.0,1.0,0.0,0.0,0.0,0.030562953792037165
2024-11-14,Lainnya,362,90161500,11,0.0,0.0,1.0,0.0,0.0,0.0,0.049711326793046726
2024-11-15,Lainnya,286,104960082,11,0.0,0.0,1.0,0.0,0.0,0.0,0.06123034213396977
2024-11-16,Lainnya,297,69928803,11,0.0,0.0,1.0,0.0,0.0,0.0,0.033962470103179584
2024-11-17,Lainnya,306,50100584,11,0.0,0.0,1.0,0.0,0.0,0.0,0.018528453597802117
2024-11-18,Lainnya,421,101512206,11,0.0,0.0,1.0,0.0,0.0,0.0,0.05854656225981694
2024-11-19,Lainnya,520,127331407,11,0.0,0.0,1.0,0.0,0.0,0.0,0.07864387782757713
2024-11-20,Lainnya,607,135769302,11,0.0,0.0,1.0,0.0,0.0,0.0,0.08521182075279103
2024-11-21,Lainnya,369,87116255,11,0.0,0.0,1.0,0.0,0.0,0.0,0.047340949423656256
2024-11-22,Lainnya,326,74108526,11,0.0,0.0,1.0,0.0,0.0,0.0,0.03721590974745151
